,batch size,epochs,width,height,act,loss_mean,loss_std,val_loss_mean,val_loss_std
60,20,50,0,32,relu,12.294817924499512,7.028934395102941,14.89043312072754,8.195473167439477
61,20,50,0,32,relu,12.516281700134277,7.2713933147173,15.0588134765625,8.505036169407415
62,20,50,1,32,relu,6.9166234016418455,3.0503300809231035,9.766602993011475,2.8476698196518546
63,20,50,1,32,relu,6.499494123458862,3.084379670903241,9.326771068572999,3.0697501949670354
64,20,50,2,32,relu,5.134992218017578,3.0373198872854648,8.375451374053956,3.272997704901104
65,20,50,2,32,relu,4.811726665496826,2.2389116200312524,7.789005851745605,2.5830320928414308
66,20,50,0,64,relu,9.595150566101074,4.617281887248554,11.53615074157715,4.83620007472785
67,20,50,0,64,relu,10.514785385131836,5.905008383062247,12.816495132446288,6.463173112368857
68,20,50,1,64,relu,5.1574077129364015,2.626486761767052,8.079015731811523,2.600616820935993
69,20,50,1,64,relu,5.209264898300171,2.5009795185869135,7.9631874561309814,3.099732588464776
70,20,50,2,64,relu,3.1051038265228272,2.031212056680186,6.0285016059875485,2.856207708557419
71,20,50,2,64,relu,2.686868405342102,2.05721494988682,5.657134771347046,3.7123188641009546
72,20,100,0,16,relu,10.806465530395508,5.461103852688858,12.924028015136718,5.790442532073824
73,20,100,0,16,relu,10.894206428527832,4.858605851186985,13.453991317749024,5.728097579537259
74,20,100,1,16,relu,6.55451774597168,2.3259336251368152,9.240034866333009,2.017365439584598
75,20,100,1,16,relu,6.5290755271911625,3.090203661625649,9.398964023590088,3.4409805894461574
